reference,translation,tense_score,gender_score
"अंत में, कई ऐसी छोटी बिल्लियाँ (लूज़ पेट कैट्स सहित) हैं जो कीट, रोडंट्स, छिपकलियों और पक्षियों जैसे कई छोटे जीवों को खाती हैं.","आखिरकार, कईछोटी बिल्लियाँ हैं (जिसमें ढीली पालतू बिल्लियाँ भी शामिल हैं) जो कीड़ों, कृंतकों, छिपकलियों और पक्षियों जैसे कईछोटे शिकार खाती हैं ।",1.0,1.0
चांद की सतह चट्टानों और धूल से बनी है. चांद की बाहरी परत को क्रस्ट कहते हैं.,चंद्रमा की सतह चट्टानों और धूल से बनी होती है।चंद्रमा की बाहरी परत को क्रस्ट कहा जाता है।,0.3333,1.0
उनका काम ऐसी गुणवत्ता और विस्तार के पहचान का है कि वह टिकट संग्रहकर्ताओं के बीच बहुत कम “घरेलू नामों” में से एक है. कुछ उनके काम को अकेले बटोरने में माहिर हैं.,"उनका काम इस तरह की मान्यता प्राप्त गुणवत्ता और विस्तार का है कि वह फिलेटलिस्टों के बीच बहुत कम ""घरेलू नामों"" में से एक है। कुछ अकेले अपने काम को इकट्ठा करने में विशेषज्ञ ।",1.0,1.0
1683 में चिंग राजवंश (1644-1912) ने ताइवान के पश्चिमी और उत्तरी तटीय क्षेत्रों में जबरन कब्ज़ा कर लिया और 1885 में ताइवान को साम्राज्य का प्रांत घोषित किया.,"१६८३ में, किंग राजवंश (१६४४-१९१२) बलों ने ताइवान के पश्चिमी और उत्तरी तटीय क्षेत्रों पर नियंत्रण कर लिया और १८८५ में ताइवान को किंग साम्राज्य का एक प्रांत घोषित कर दिया।",1.0,1.0
एक दंपत्ति फैसला ले सकता है कि यह उनके या उनके बच्चे के हित में बिलकुल नहीं है कि एक दूसरा बच्चा किया जाए |,एक दंपति यह निर्णय ले सकता है कि बच्चे का पालन-पोषण उनके या उनके बच्चे के हित में नहीं है।,1.0,1.0
तब से एडेकोया अपने बेटे की हत्या के आरोप में एडिनबर्ग शेरिफ कोर्ट में है।,एडेकोया को तब से एडिनबर्ग शेरिफ कोर्ट में अपने बेटे की हत्या का आरोप लगाया गया है।,1.0,1.0
"न्यू किंगडम प्राचीन मिस्रवासी अपने पूर्ववर्तियों के स्मारकों से आश्चर्यचकित थे, जो तब एक हज़ार वर्ष से अधिक पुराने थे।","नए राज्य प्राचीन मिस्रियों ने अपने पूर्ववर्तियों के स्मारकों पर आश्चर्य व्यक्त किया, जो तब एक हजार साल से अधिक पुराने थे।",1.0,1.0
"ऐसा माना जाता है कि पेरिस के निवासी अहंकारी, असभ्य और अभिमानी होते हैं।","पेरिस के लोग अहंकारी, असभ्य और अभिमानी होने के लिए जाने जाते हैं।",0.0,1.0
"एक और अंतर यह था कि जहाँ गरीब लोग और महिला कुर्सियों पर बैठकर खाना खाते थे, वहीं अमीर लोग मिलजुल कर दावतें करना पसंद करते थे और भोजन करते वक्त वे मौज मस्ती करते थे.","एक और अंतर यह था कि जहां गरीब लोगों और महिला ने कुर्सियों में बैठते समय अपना खाना खाया, वहीं अमीर पुरुषों को एक साथ भोज करना पसंद था, जहां वे अपना भोजन खाया करते हुए अपने पक्ष में लाउंज करेंगे ।",-0.3333,0.7778
"यह अत्यंत स्पष्ट है कि मानव जाति की वैज्ञानिक और तकनीकी प्रगति के कारण दुनिया बहुत बदल गई है, तथा अधिक जनसंख्या और मानव जाति की अतिव्ययी जीवन शैली के कारण समस्याएँ बढ़ गई हैं।","यह स्पष्ट है कि मानव जाति की वैज्ञानिक और तकनीकी प्रगति के कारण दुनिया बहुत कुछ बदल गई है, और अधिक आबादी और मानव जाति की फिजूलखर्ची जीवन शैली के कारण समस्याएं अधिकबढ़ गई हैं।",1.0,1.0
"फ़ोटोग्राफ़र को रोनाल्ड रीगन यूसीएलए मेडिकल सेंटर ले जाया गया, जहाँ बाद में उसकी मौत हो गई.","फोटोग्राफर को रोनाल्ड रीगन यूसीएलए मेडिकल सेंटर ले जाया गया, जहां बाद में उनकी मृत्यु हो गई।",1.0,1.0
"उत्तर की ओर हमारी महान आवर लेडी ऑफ़ फातिमा (श्राइन) अभ्यारण्य की भी यात्रा करे , दुनिया भर में प्रसिद्ध एक जगह जहा मैरिएन दिखाई देते हैं।","साथ ही उत्तर में हमारे फातिमा की महिला (मंदिर) के महान अभयारण्य का भी दौरा करें, जो दुनिया भर में प्रसिद्ध मैरिएन छद्मों का स्थान है।",1.0,0.6
"यह तर्कसंगत लग रहा है, क्योंकि ऐसा महसूस नहीं होता है कि पृथ्वी चल रही है, है कि नहीं?","यह तर्कसंगत लगता है, क्योंकि पृथ्वी ऐसा महसूस नहीं करती कि यह चल रहा है, है ना?",1.0,0.5
"यदि आप सर्दियों में आर्कटिक या अंटार्कटिक क्षेत्रों में जाते हैं, तो आप ध्रुवीय रात का अनुभव करेंगे, जिसका अर्थ है कि सूरज क्षितिज से ऊपर नहीं उगता है।","यदि आप सर्दियों में आर्कटिक या अंटार्कटिक क्षेत्रों की यात्रा करते हैं तो आपको ध्रुवीय रात का अनुभव होगा, जिसका अर्थ है कि सूर्य क्षितिज से ऊपर नहीं उठता है।",0.0,1.0
दिलचस्प बात यह है कि पेंसिलवेनिया वाइल्ड्स जैसे रास्ते के दूसरे कई हिस्सों के मुकाबले यहां मोबाइल फ़ोन सेवा ज़्यादा बेहतर है.,"हालांकि, हास्यास्पदरूप से, मोबाइल फोन सेवा यहां मार्ग के कई अन्य हिस्सों की तुलना में कहीं अधिक मजबूत है, उदाहरण के लिएपेंसिल्वेनिया वाइल्ड्स।",1.0,1.0
"याद रखें कि मुख्य स्टेज पर म्यूज़िक बंद हो जाने के बाद भी, फ़ेस्टिवल के कुछ हिस्से ऐसे होंगे जो देर रात तक संगीत बजाते रहेंगे.","याद रखें कि यद्यपि मुख्य चरणों मेंसंगीत समाप्त हो गया होगा, त्यौहार के कुछ हिस्से शायद देर रात तक संगीत बजाते रहेंगे।",1.0,1.0
पुलिस अधीक्षक चंद्र शेखर सोलंकी ने कहा कि आरोपी ढके हुए चेहरे के साथ अदालत में पेश हुए थे.,पुलिस अधीक्षक चंद्रशेखर सोलंकी ने कहा कि आरोपी चेहरे को ढके हुए अदालत में पेश हुए।,1.0,1.0
"यहाँ कई तरह की फ़्रेंच वाइन मिलती हैं, लेकिन शायद न्यूज़ीलैंड और ऑस्ट्रेलिया की वाइन बेहतर होगी.","यहाँ कई फ्रांसीसी दाखमधु हैं, लेकिन न्यूजीलैंड और ऑस्ट्रेलियाई दाखमधु बेहतर यात्रा कर सकते हैं।",1.0,0.0
"प्रौद्योगिकी आभासी क्षेत्र यात्राओं के साथ कुछ उपाय भी प्रदान करता है। छात्र संग्रहालय की कलाकृतियों को देख सकते हैं, एक मछलीघर की यात्रा कर सकते हैं, या अपनी कक्षा में एकसाथ बैठकर सुंदर कला की प्रशंसा कर सकते हैं।","प्रौद्योगिकी आभासी क्षेत्र यात्राओं के साथ समाधान प्रदान करती है। छात्र संग्रहालय कलाकृतियों को देख सकते हैं, एक एक्वैरियम का दौरा कर सकते हैं, या अपनी कक्षा के साथ बैठकर सुंदर कला की प्रशंसा कर सकते हैं।",1.0,1.0
लेख को संशोधित करने से पहले सभी राज्यों से सर्वसम्मति से सहमति की आवश्यकता थी और राज्यों ने केंद्र सरकार को गंभीरता से नहीं लिया और उनके प्रतिनिधि अक्सर सभा में आते ही नहीं थे।,सभी राज्यों से सर्वसम्मति से सहमति की आवश्यकता वाले अनुच्छेदों में संशोधन किए जाने से पहले और राज्यों ने केंद्र सरकार को इस कदर हल्के में ले लिया कि उनके प्रतिनिधि अक्सर अनुपस्थित थे।,1.0,1.0
वे सभी वहाँ से भाग गए जहाँ दुर्घटना हुई थी।,"वे सभी वहां से भाग गए, जहां दुर्घटना हुई थी।",1.0,1.0
"जापान के अर्थव्यवस्था, व्यापार और उद्योग मंत्रालय (METI) ने कहा कि उसे उपकरणों से संबंधित 27 दुर्घटनाओं की जानकारी थी.","जापान के अर्थव्यवस्था, व्यापार और उद्योग मंत्रालय (METI) ने कहा कि उसे उपकरणों से संबंधित 27 दुर्घटनाओं की जानकारी मिली थी ।",1.0,1.0
"सड़कों पर ज़्यादा दुर्घटना की वजह बहुत ज़्यादा कार ओनरशिप है, जिससे शरीर में हुई टूट-फूट को सुधारने के लिए हेल्थकेयर में नई तकनीकों के आविष्कार को बढ़ावा मिला है.","व्यापक कार स्वामित्व से सड़कों पर दुर्घटनाओं की संख्या भी बढ़ जाती है, जिससे क्षतिग्रस्त शरीरों की मरम्मत के लिए स्वास्थ्य देखभाल में नई तकनीकों का आविष्कार होता है।",0.0,0.75
उनका काम ऐसी गुणवत्ता और विस्तार के पहचान का है कि वह टिकट संग्रहकर्ताओं के बीच बहुत कम “घरेलू नामों” में से एक है. कुछ उनके काम को अकेले बटोरने में माहिर हैं.,"उनका काम इतनी मान्यता प्राप्त गुणवत्ता और विस्तार का है कि वह डाक टिकट संग्रहकर्ताओं के बीच बहुत कम ""घरेलू नामों"" में से एक है। कुछ अकेले अपने काम को इकट्ठा करने में माहिर हैं।",1.0,1.0
तुर्की के राष्ट्रपति रजब तैयब इरदुगान के साथ ट्रंप की फ़ोन पर चर्चा होने के बाद घोषणा की गई थी.,यह घोषणा तुर्की के राष्ट्रपति रिसेप तईप ईरान के साथ टेलीफोन पर बातचीत के बाद की गई थी।,1.0,1.0
वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।,. वैज्ञानिकों का कहना है कि इस जानवर का पंखऊपर से शाहबलूत-भूरे रंग का था और नीचे का भाग पीला या कैरोटेनॉइड रंग का था।,1.0,1.0
पुलिस ने कहा कि उन्हें हमले के लिए ज़िम्मेदार कथित डाएश (आईएसआईएल) लड़ाकों पर संदेह है.,पुलिस ने बताया कि उन्हें हमले के लिए एक कथित देश(आइएसआइएल) आतंकी की जिम्मेदारी का शक है।,1.0,1.0
रिंग ने अपनी प्रतिस्पर्धी कंपनी ADT कॉर्पोरेशन के साथ एक मुकदमा निपटाया है.,"रिंग ने प्रतिस्पर्धी सुरक्षा कंपनी, एडीटी कॉरपोरेशन के साथ एक मुकदमे का भी निपटारा किया।",0.0,1.0
"उका का हथियार तब विफल हो गया जब पाँचवें व्यक्ति के सिर पर निशाना लगया. श्नाइडर को दर्द बना हुआ है, एक आँख में अंधापन, खोपड़ी का एक गायब भाग और टाइटेनियम से एक चेहरा फिर से बनाया गया है.","एक पांचवें आदमी के सिर पर इशारा करने पर उका का हथियार असफल रहा।श्नाइडर में एक आंख में दर्द, अंधापन, खोपड़ी का एक लापता हिस्सा और टाइटेनियम से एक चेहरा पुनर्निर्माण हो रहा है।",1.0,1.0
हैमिल्टन ने पुष्टि की कि हॉवर्ड यूनिवर्सिटी अस्पताल ने मरीज को स्थिर हालत में भर्ती किया।,हैमिल्टन ने पुष्टि की हावर्ड यूनिवर्सिटी अस्पताल ने मरीज को स्थिर हालत में भर्ती कराया ।,1.0,0.7143
"दूरस्थ स्थानों में, सेल फ़ोन कवरेज नहीं होने से, एक सेटेलाइट फ़ोन आपका एकमात्र विकल्प हो सकता है.","दूरस्थ स्थानों में, सेल फोन कवरेज के बिना, एक सैटेलाइट फोन आपके लिए एकमात्र विकल्प हो सकता है।",1.0,1.0
"11 सितंबर, 2001 के बाद से सुरक्षा चेकपॉइंट पर होने वाली खोजी कार्रवाइयां भी कहीं ज़्यादा दखल वाली हो गई हैं.","11 सितंबर, 2001 के बाद के युग में सुरक्षा चेकपाइंट पर खोजें और अधिक घुसपैठक बन गई हैं।",1.0,1.0
दिलचस्प बात यह है कि पेंसिलवेनिया वाइल्ड्स जैसे रास्ते के दूसरे कई हिस्सों के मुकाबले यहां मोबाइल फ़ोन सेवा ज़्यादा बेहतर है.,"मजे की बात है, हालांकि, मोबाइल फोन सेवा बहुत मार्ग के कई अंय हिस्सों के साथ यहां मजबूत है, जैसे पेंसिल्वेनिया वाइल्ड्स ।",1.0,1.0
इंटरनल पॉइज़निंग का सबसे अच्छा लक्षण दवाई या विषैले घरेलू रसायनों के खुले डिब्बे की मौजूदगी हो सकती है.,आंतरिक विषाक्तता का सबसे अच्छा संकेत दवा के खुले कंटेनर या विषाक्त घरेलू रसायनों की उपस्थिति हो सकती है।,1.0,1.0
"अन्य बायोरैड-आधारित विकल्पों में सोने से पहले बहुत सारे तरल पदार्थ पीना (विशेष रूप से पानी या चाय, एक प्रचलित मूत्रवर्धक) शामिल है, जिससे व्यक्ति को मूत्र करने के लिए मजबूर होना पड़ता है”.","अन्य बायोरॉयथ्मआधारित विकल्पों में सोने से पहले बहुत से तरल पदार्थ (विशेष रूप से पानी या चाय, एक जाने-माने मूत्राशय) पीने को मजबूर करना शामिल है।",1.0,1.0
"जिस फिल्म में रायन गोज़लिंग और एम्मा स्टोन ने मुख्य भूमिकाएँ निभाई हैं, उसे सभी प्रमुख श्रेणियों में नॉमिनेशन किया गया है.",रयान गोलिंग और एम्मा स्टोन की विशेषता वाली इस फिल्म को सभी प्रमुख श्रेणियों में नामांकन मिला ।,0.0,1.0
"गोमा, रवांडा के पास बिल्कुल पूर्व में कांगो लोकतांत्रिक गणराज्य का एक पर्यटन शहर है.",गोमा रवांडा के निकट अत्यंत पूर्व में कांगो के डेमोक्रेटिक रिपब्लिक का पर्यटन शहर है।,1.0,1.0
"एक तारे की रॉस्बी संख्या, जो प्लाज़्मा फ़्लो से संबंधित है, का पता लगाने के लिए उसकी चमक और रोटेशन का एक साथ इस्तेमाल किया जाता है,","चमक और रोटेशनएक साथ उपयोग किया जाता है एक स्टार Rossbyसंख्या है, जो प्लाज्मा प्रवाह से संबंधित है निर्धारित करते हैं ।",0.3333,1.0
"हालाँकि, जंगल का अर्थ केवल मैंग्रोव दलदल नहीं हैं - वे कुछ अंतिम शक्तिशाली जंगलों में से हैं, जो कभी गंगा पठार को कवर करते थे।",हालांकि जंगल सिर्फ मैंग्रोव दलदल नहीं हैं - इनमें शक्तिशाली जंगलों के कुछ अंतिम बचे हुए स्टैंड शामिल हैं जो कभी गंगा के मैदान को कवर करते थे।,1.0,1.0
"खास पिरामिड के आकार के टॉवर (पगोडा) जिन्हें कभी-कभी ज़िगुरैट के नाम से भी जाना जाता था, को मंदिर के हिस्से के तौर पर बनाया गया था.","कभी-कभी विशेष पिरामिड आकार के टॉवर, जिन्हें जिग्गुराट कहा जाता था, को मंदिरों का एक हिस्सा बनाने के लिए बनाया जाता था।",0.3333,1.0
"हालाँकि हर देश 'स्कैंडिनेवियाई' था, लेकिन डेनमार्क, स्वीडन, नॉर्वे और आइसलैंड के लोगों, राजाओं, रीति-रिवाजों और इतिहास के बीच कई अंतर थे.","हालांकि प्रत्येक देश ' स्कैंडिनेवियाई ' था, लेकिन डेनमार्क, स्वीडन, नॉर्वे और आइसलैंड के लोगों, राजाओं, रीति-रिवाजों और इतिहास के बीच कई मतभेद थे ।",1.0,1.0
"द्वीपों के बाहर फ़ॉकलैंड की करंसी को बदलना लगभग असंभव है, इसलिए द्वीप छोड़ने से पहले पैसों को बदलवा लें.","द्वीपों के बाहर फॉकलैण्ड की मुद्रा का विनिमय करना लगभग असंभव है, इसलिए द्वीपों को छोड़ने से पहले मुद्रा का विनिमय करें।",1.0,1.0
"अटलांटिक तूफ़ान मौसम का दसवाँ तूफ़ान, उपोष्णकटिबंधीय तूफ़ान जेरी, आज अटलांटिक महासागर में बना है.","अटलांटिक तूफान के मौसम का दसवां नामित तूफान, उपोष्णकटिबंधीय तूफान जेरी, आज अटलांटिक महासागर में बना है।",1.0,1.0
असल में फील्ड ट्रिप साझा करना यात्रा पर विचार करने और भविष्य की कक्षाओं के साथ अनुभव करने का एक शानदार तरीका है.,एक फील्ड ट्रिप को वर्चुअल रूप से साझा करना भी एक ट्रिप पर प्रतिबिंबित करने और भविष्य की कक्षाओं के साथ अनुभवों को साझा करने का एक अच्छा तरीका है।,1.0,1.0
"प्रौद्योगिकी आभासी क्षेत्र यात्राओं के साथ कुछ उपाय भी प्रदान करता है। छात्र संग्रहालय की कलाकृतियों को देख सकते हैं, एक मछलीघर की यात्रा कर सकते हैं, या अपनी कक्षा में एकसाथ बैठकर सुंदर कला की प्रशंसा कर सकते हैं।","टेक्नोलॉजी वर्चुअल फील्ड यात्राओं के साथ समाधान की पेशकश करती है।छात्राएं अपनी कक्षा के साथ बैठकर संग्रहालय की कलाओं को देख सकते हैं, किसी एक्वेरियम का दौरा कर सकते हैं या सुंदर कला की प्रशंसा कर सकते हैं।",1.0,1.0
अधिकारियों के अनुमान के अनुसार साइट पर यूरेनियम ईंधन रखने वाले कंटेनर टूट गए होंगे और लीक हो रहे होंगे.,अधिकारियों का अनुमान है कि इससे संकेत मिलता है कि स्थल पर यूरेनियम ईंधन रखने वाले कंटेनर टूट गए होंगे और लीक हो रहे होंगे।,1.0,1.0
पपड़ी पतली होने के कारण आस-पास पर कई मारिया होंगी. लावा के लिए सतह पर बढ़ना आसान था.,निकट पक्ष पर अधिक मारिया हो सकता है क्योंकि क्रस्ट पतला है।इससे लावा का ऊपर उठना आसान हो गया था।,1.0,0.2
पेनिनसुला के दक्षिणी क्षेत्र में एल्सवर्थ लैंड है जो बेल्लिंगशॉसेन समुद्र से घिरा हुआ है.,"Ellsworth भूमिप्रायद्वीप के दक्षिण क्षेत्र है, Bellingshausenसागर से घिरा हुआ है ।",1.0,1.0
जॉन निक्सन द्वारा डॉक्यूमेंट की पहली पब्लिक रीडिंग 8 जुलाई को इंडिपेंडेंस हॉल के यार्ड में की गई थी.,दस्तावेज का पहला सार्वजनिक पठन जॉन निक्सन ने 8 जुलाई को इंडिपेंडेंस हॉल के यार्ड में किया था।,1.0,0.3333
"4 जुलाई को कांग्रेस द्वारा अपनाए जाने के बाद, एक हाथ से लिखे गए मसौदे पर कांग्रेस के अध्यक्ष जॉन हैनकॉक और सचिव चार्ल्स थ्रॉन द्वारा हस्ताक्षर किये गए थे, फिर इसे कुछ ब्लॉक दूर जॉन डनलप की प्रिंटिंग की दुकान पर भेजा गया था.","4 जुलाई को कांग्रेस द्वारा इसे अपनाने के बाद, कांग्रेस के अध्यक्ष जॉन हैनकॉक और सचिव चार्ल्स थॉमसन द्वारा हस्ताक्षरित एक हस्तलिखित मसौदाको जॉन डनलप की प्रिंटिंग शॉप में कुछ ब्लॉक दूर भेजा गया था ।",1.0,1.0
"जापान में, पहले चेरी ब्लॉसम पार्टियों को सम्राट द्वारा केवल खुद और अपने खास समुदायों के अन्य सदस्यों के लिए इंपीरियल न्यायालय के आसपास होस्ट किया जाता था।","जापान में, पहली चेरी फूल पार्टियोंकी मेजबानी सम्राट ने केवल अपने लिए और शाही अदालतके आसपास अभिजात वर्ग के अन्य सदस्यों के लिए की थी।",1.0,0.3333
वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।,. वैज्ञानिकों का कहना है कि इस जानवर का पंख एकपीला या कैरोटेनॉयड रंग का अंडरसाइडके साथ शीर्ष पर चेस्टनट-ब्राउन था ।,1.0,1.0
"सबसे पहले, अधिकांश सवार हील और एक चिकनी, काफी पतले तले वाले राइडिंग बूट्स पहनते हैं।","सबसे पहले, अधिकांश सवार एक एड़ी और एक चिकनी, काफी संकीर्ण, एकमात्र के साथ सवारी के जूते पहनते हैं।",1.0,1.0
"निश्चित रूप से, फिलिपिनो लोगों के शोषण से प्राप्त सुपरफास्टिट्स अमेरिकी साम्राज्यवाद के बुनियादी लाभ का गठन करेंगे।","निश्चित रूप से, फिलीपींस के लोगों के लंबे शोषण से प्राप्त होने वाला सुपरप्रॉफिटअमेरिकी साम्राज्यवाद का मूल लाभ होगा।",1.0,1.0
"आम शब्दों में, जब प्रबंधक अपने पूर्व सहयोगियों का नेतृत्व करना शुरू करते हैं तो दो तरह के बर्ताव सामने आते हैं. स्पेक्ट्रम का एक सिरा “उन लड़कों में से एक” (या लड़कियों में से एक) बने रहने की कोशिश कर रहा है.","आम तौर पर, दो व्यवहार उभर कर सामने आ सकते हैं क्योंकि प्रबंधक अपने पूर्व साथियों का नेतृत्व करना शुरू कर देते हैं।स्पेक्ट्रम का एक छोर है 'लड़कों में से एक' (या दोस्तों) बने रहने की कोशिश करना।",1.0,1.0
"यदि आप सर्दियों में आर्कटिक या अंटार्कटिक क्षेत्रों में जाते हैं, तो आप ध्रुवीय रात का अनुभव करेंगे, जिसका अर्थ है कि सूरज क्षितिज से ऊपर नहीं उगता है।","यदि आप सर्दियों में आर्कटिक या अंटार्कटिक क्षेत्रों की यात्रा आप ध्रुवीय रात का अनुभव होगा, जिसका अर्थ है कि सूरज क्षितिज से ऊपर नहीं उठता है ।",1.0,1.0
यह उन्हें शिकारियों से छिपने के लिए छोटे स्थानों की एक बहुत बड़ी श्रृंखला देता है।,यह उन्हें परभक्षियों से छुपाने के लिए छोटे स्थानों की एक व्यापक श्रृंखला प्रदान करता है।,1.0,1.0
"यदि वे एयर फ़्रेट के ज़रिए चीज़ों को भेजते हैं, तो कुछ रूट्स पर अनलोडिंग करने और कस्टम के लिए कुछ दिन लग सकते हैं.","अगर उन्होंने हवाई जहाज से सामान भेजा हो, तो कुछ मार्गों पर उतारने और सीमा शुल्क से गुजरने में कई दिन लग सकते थे।",0.0,1.0
"कर्टिस कूपर, सेंट्रल मिसौरी विश्वविद्यालय में एक गणितज्ञ और कंप्यूटर विज्ञान के प्रोफेसर ने 25 जनवरी को अब तक की सबसे बड़ी ज्ञात प्राइम संख्या की खोज की है।",सेंट्रल मिसौरी विश्वविद्यालय में गणितज्ञ और कंप्यूटर विज्ञान के प्रोफेसर कर्टिस कूपर ने 25 जनवरी को सबसे बड़ी ज्ञात प्राइम नंबर की खोज की है।,1.0,1.0
वर्चुअल टीम के सदस्य अक्सर अपने तात्कालिक भौतिक समूह के लिए संपर्क बिंदु के तौर पर काम करते हैं.,आभासी टीम के सदस्य अक्सर अपने तत्काल भौतिक समूह के लिए संपर्क बिंदु के रूप में कार्य करते हैं।,1.0,1.0
राज्यपाल के कार्यालय ने बताया कि घायलों में से उन्नीस पुलिस अधिकारी थे।,राज्यपाल कार्यालय ने कहा कि घायलों में से 19 पुलिस अधिकारी हैं।,-0.3333,1.0
प्रकृतिवादियों और दार्शनिकों ने शास्त्रीय ग्रंथों पर और विशेष रूप से लैटिन में लिखे बाइबिल पर ध्यान दिया।,प्रकृतिवादियों और दार्शनिकों ने शास्त्रीय ग्रंथों और विशेष रूप से लैटिन में बाइबल पर ध्यान केंद्रित किया।,1.0,1.0
"प्रदर्शन चालू होने के पाँच मिनट में हवा शुरू हो जाती है, लगभग एक मिनट बाद, हवा 70 किमी/घंटा तक पहुँच रही है... फिर बारिश आती है, लेकिन इतनी तेज़ और इतनी बड़ी बूँदें कि यह आपकी त्वचा को सुई की तरह चुभती है, फिर आकाश से ओले गिरते हैं, लोग घबराते हैं, चिल्लाते हैं और अफरातफरी मच जाती है।","प्रदर्शन में पांच मिनट में हवा रोल होने लगती है, करीब एक मिनट बाद हवा 70 किमी तक पहुंच रही है.. फिर बारिश आती है, लेकिन इतना सख्त और इतना बड़ा कि यह तुम्हारी त्वचा को सुई की तरह थप्पड़ मारती है, फिर आकाश से ओलावृष्टि हो गई, लोग घबराते हुए और चीखते हुए एक-दूसरे पर दौड़ते हैं।",0.6,0.75
"एक ऊपरी-चाप आमतौर पर एक मृदु ध्वनि उत्पन्न करता है, जबकि एक निचला-चाप मजबूत और अधिक मुखर होता है।","एक ऊपरी ध्वनिआमतौर पर एक नरम ध्वनि उत्पन्न करती है, जबकि नीचे की ध्वनिमजबूत और अधिक मजबूत होती है।",1.0,-0.3333
दिलचस्प बात यह है कि पेंसिलवेनिया वाइल्ड्स जैसे रास्ते के दूसरे कई हिस्सों के मुकाबले यहां मोबाइल फ़ोन सेवा ज़्यादा बेहतर है.,"उत्सुकता से, हालांकि, मार्ग के कई अन्य हिस्सों की तुलना में यहांमोबाइल फोन सेवा बहुत मजबूत है, उदा। पेंसिल्वेनिया वाइल्ड्स।",1.0,1.0
जियानकार्लो फिशिचेला ने अपनी कार पर नियंत्रण खो दिया और शुरू करने के कुछ समय बाद ही दौड़ समाप्त कर दी.,ज्ञानकार्लो फिस्चेला ने अपनी कार का नियंत्रण खो दिया और शुरू होने के तुरंत बाद रेससमाप्त कर दी।,1.0,1.0
"वे नीदरलैंड में शामिल हैं, जो अन्ना जोचेमसेन के साथ कल सुपर-जी में महिलाओं के स्टैंडिंग क्लास में नौवें स्थान पर रहा और फ़िनलैंड उसी प्रतियोगिता में काटजा सरीनन के साथ दसवें स्थान पर रहा.","इनमें नीदरलैंड्स, अन्ना जोकेमसेन के साथ कल सुपर-जी में महिलाओं की खड़ी कक्षा में नौवीं और काटजा सारीनन के साथ फिनलैंड के साथएक ही आयोजन में दसवीं की समाप्तिशामिल है।",1.0,0.5
उनके अंतर्गत अधिक मध्यम आकार की बिल्लियाँ होती हैं जो खरगोशों से लेकर मृगों और हिरणों तक के मध्यम आकार के शिकार खाती हैं.,उनके नीचे अधिक मध्यम आकार की बिल्लियां होती हैं जो खरगोश से लेकर हिरण तक के मध्यम आकार के शिकार को खाती हैं।,1.0,1.0
न्यूरोबायोलॉजिकल डेटा संज्ञान की जाँच के लिए सैद्धांतिक दृष्टिकोण के लिए भौतिक प्रमाण देते है. इसलिए ये अनुसंधान के क्षेत्र को सीमित बनाते हैं और इसे कहीं ज़्यादा सटीक बनाते हैं.,न्यूरोबायोलॉजिकल डेटा अनुभूति की जांच के लिए सैद्धांतिक दृष्टिकोण के लिए भौतिक साक्ष्य प्रदान करते हैं। इसलिए यह अनुसंधान क्षेत्र को संकुचित करता है और इसे अधिक सटीक बनाता है।,1.0,1.0
